metric,criterion,criterion_short,k11,k12,k21,k22,n_metric,n_criterion,n_total,lr,g2,p_value,q_value,reject_q05
spearman correlation,appropriateness (outputs as a whole),Appropriateness,3,18,43,568,21,46,632,2.0299003322259135,1.2701644814439417,0.2597358255636474,0.740781719303381,False
pearson correlation,appropriateness (outputs as a whole),Appropriateness,1,14,45,572,15,46,632,0.914074074074074,0.0087462551022788,0.9254893373758974,0.945125627057798,False
bleurt,appropriateness (outputs as a whole),Appropriateness,3,29,43,557,32,46,632,1.3081395348837208,0.2034274016790234,0.651968453953915,0.7629240577618109,False
qafacteval,appropriateness (outputs as a whole),Appropriateness,0,10,46,576,10,46,632,0.0,1.5239505714963886,0.2170226315456218,0.740781719303381,False
cider,appropriateness (outputs as a whole),Appropriateness,0,16,46,570,16,46,632,0.0,2.4505930886718073,0.1174804719537441,0.6275541896847227,False
mrr,appropriateness (outputs as a whole),Appropriateness,1,12,45,574,13,46,632,1.058119658119658,0.0033121119454306,0.9541063204102131,0.9651883075388716,False
distinct,appropriateness (outputs as a whole),Appropriateness,2,14,44,572,16,46,632,1.75,0.5571820301656076,0.4553978788765631,0.740781719303381,False
attack success rate asr,appropriateness (outputs as a whole),Appropriateness,2,12,44,574,14,46,632,2.0064935064935066,0.8346367702602162,0.3609351761426982,0.740781719303381,False
perplexity,appropriateness (outputs as a whole),Appropriateness,1,28,45,558,29,46,632,0.4620689655172414,0.8027736148542957,0.3702653959482898,0.740781719303381,False
alignscore,appropriateness (outputs as a whole),Appropriateness,1,10,45,576,11,46,632,1.2545454545454546,0.0508436383039032,0.8216017291604348,0.8706312645622453,False
chair,appropriateness (outputs as a whole),Appropriateness,0,10,46,576,10,46,632,0.0,1.5239505714963886,0.2170226315456218,0.740781719303381,False
chrf,appropriateness (outputs as a whole),Appropriateness,0,13,46,573,13,46,632,0.0,1.986104588930641,0.1587487754762741,0.7109267813487051,False
comet,appropriateness (outputs as a whole),Appropriateness,0,27,46,559,27,46,632,0.0,4.17407758745183,0.0410469004943083,0.3981046324655063,False
cosine similarity,appropriateness (outputs as a whole),Appropriateness,2,11,44,575,13,46,632,2.164335664335664,1.0079008884063096,0.3154062468671624,0.740781719303381,False
auroc,appropriateness (outputs as a whole),Appropriateness,0,10,46,576,10,46,632,0.0,1.5239505714963886,0.2170226315456218,0.740781719303381,False
rouge,complete target output matching,Complete Output Match,2,163,10,457,165,12,632,0.566060606060606,0.620224110672273,0.4309640172388707,0.740781719303381,False
bleu,complete target output matching,Complete Output Match,2,147,10,473,149,12,632,0.6483221476510067,0.3499038464912767,0.5541675652812219,0.740781719303381,False
accuracy,complete target output matching,Complete Output Match,3,124,9,496,127,12,632,1.325459317585302,0.1736120148278004,0.67692144569157,0.7762315512036875,False
exact match,complete target output matching,Complete Output Match,1,36,11,584,37,12,632,1.461916461916462,0.1216912169869015,0.7272074179838248,0.806098404540858,False
moverscore,complete target output matching,Complete Output Match,0,19,12,601,19,12,632,0.0,0.7397412866218716,0.3897437658336706,0.740781719303381,False
meteor,complete target output matching,Complete Output Match,2,58,10,562,60,12,632,1.9066666666666665,0.6136873190588612,0.4334028376586537,0.740781719303381,False
unieval,complete target output matching,Complete Output Match,0,21,12,599,21,12,632,0.0,0.8189518677165762,0.3654867933750026,0.740781719303381,False
g eval,complete target output matching,Complete Output Match,1,22,11,598,23,12,632,2.407114624505929,0.5730035090757863,0.4490678642805524,0.740781719303381,False
bertscore,complete target output matching,Complete Output Match,1,132,11,488,133,12,632,0.34107997265892,1.453769848221104,0.2279240104536838,0.740781719303381,False
bartscore,complete target output matching,Complete Output Match,0,34,12,586,34,12,632,0.0,1.3402930924008831,0.2469822873983688,0.740781719303381,False
questeval,complete target output matching,Complete Output Match,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
ndcg,complete target output matching,Complete Output Match,1,9,11,611,10,12,632,5.654545454545455,1.8293271120711123,0.1762070443250344,0.7391804680515781,False
recall,complete target output matching,Complete Output Match,2,55,10,565,57,12,632,2.017543859649123,0.7169075412646178,0.3971601689038198,0.740781719303381,False
f1,complete target output matching,Complete Output Match,2,91,10,529,93,12,632,1.1591397849462366,0.0358723460491705,0.8497793533311029,0.8922643499816203,False
win rate,complete target output matching,Complete Output Match,0,22,12,598,22,12,632,0.0,0.8586554138775983,0.35411523815521,0.740781719303381,False
precision,complete target output matching,Complete Output Match,1,35,11,585,36,12,632,1.505050505050505,0.1399646945439704,0.7083161132086984,0.7917580190842086,False
spearman correlation,complete target output matching,Complete Output Match,0,21,12,599,21,12,632,0.0,0.8189518677165762,0.3654867933750026,0.740781719303381,False
pearson correlation,complete target output matching,Complete Output Match,0,15,12,605,15,12,632,0.0,0.5821001511671188,0.4454903041462347,0.740781719303381,False
bleurt,complete target output matching,Complete Output Match,0,32,12,588,32,12,632,0.0,1.2593459025070914,0.2617749386320229,0.740781719303381,False
qafacteval,complete target output matching,Complete Output Match,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
cider,complete target output matching,Complete Output Match,1,15,11,605,16,12,632,3.5,1.0648199051648175,0.3021184449457799,0.740781719303381,False
mrr,complete target output matching,Complete Output Match,1,12,11,608,13,12,632,4.328671328671328,1.3873830279907864,0.2388475411179621,0.740781719303381,False
distinct,complete target output matching,Complete Output Match,0,16,12,604,16,12,632,0.0,0.6214134650576334,0.4305225180518499,0.740781719303381,False
attack success rate asr,complete target output matching,Complete Output Match,0,14,12,606,14,12,632,0.0,0.5428511314010157,0.4612535212094134,0.740781719303381,False
perplexity,complete target output matching,Complete Output Match,0,29,12,591,29,12,632,0.0,1.1384347541199504,0.2859833149324621,0.740781719303381,False
alignscore,complete target output matching,Complete Output Match,0,11,12,609,11,12,632,0.0,0.4254877423716362,0.5142113915302742,0.740781719303381,False
chair,complete target output matching,Complete Output Match,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
chrf,complete target output matching,Complete Output Match,0,13,12,607,13,12,632,0.0,0.5036661957985271,0.4778936418087872,0.740781719303381,False
comet,complete target output matching,Complete Output Match,0,27,12,593,27,12,632,0.0,1.0581644270819124,0.3036342101842935,0.740781719303381,False
cosine similarity,complete target output matching,Complete Output Match,0,13,12,607,13,12,632,0.0,0.5036661957985271,0.4778936418087872,0.740781719303381,False
auroc,complete target output matching,Complete Output Match,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
rouge,correctness of outputs (outputs as a whole),Correctness,34,131,99,368,165,133,632,0.972023262932354,0.0258966562666482,0.8721529596336411,0.9097110678556604,False
bleu,correctness of outputs (outputs as a whole),Correctness,33,116,100,383,149,133,632,1.069731543624161,0.1416182379511155,0.7066775353518997,0.7917580190842086,False
accuracy,correctness of outputs (outputs as a whole),Correctness,39,88,94,411,127,133,632,1.6497738314625563,8.347038134972479,0.003863165650651,0.0954828375005509,False
exact match,correctness of outputs (outputs as a whole),Correctness,17,20,116,479,37,133,632,2.3567101584342964,12.26708569605812,0.0004610176673,0.0196093328719036,True
moverscore,correctness of outputs (outputs as a whole),Correctness,4,15,129,484,19,133,632,1.000407996736026,8.175419583221488e-07,0.9992785686217148,0.9992785686217148,False
meteor,correctness of outputs (outputs as a whole),Correctness,13,47,120,452,60,133,632,1.0327777777777778,0.0153556202582554,0.9013803620840504,0.9303751028508624,False
unieval,correctness of outputs (outputs as a whole),Correctness,3,18,130,481,21,133,632,0.6714285714285714,0.652344019016732,0.419275876208148,0.740781719303381,False
g eval,correctness of outputs (outputs as a whole),Correctness,4,19,129,480,23,133,632,0.8210313447927199,0.2003546996845504,0.6544346948722425,0.7646842153883474,False
bertscore,correctness of outputs (outputs as a whole),Correctness,25,108,108,391,133,133,632,0.8684906711222501,0.5224841372524391,0.4697839391613663,0.740781719303381,False
bartscore,correctness of outputs (outputs as a whole),Correctness,5,29,128,470,34,133,632,0.6870404411764707,0.9414029846075724,0.3319172909260544,0.740781719303381,False
questeval,correctness of outputs (outputs as a whole),Correctness,0,10,133,489,10,133,632,0.0,4.768349980497802,0.0289875949556891,0.3252657127236532,False
ndcg,correctness of outputs (outputs as a whole),Correctness,1,9,132,490,10,133,632,0.4712121212121212,0.8802985446382423,0.3481199234966544,0.740781719303381,False
recall,correctness of outputs (outputs as a whole),Correctness,10,47,123,452,57,133,632,0.8201397803451718,0.4806694951120307,0.4881192192681438,0.740781719303381,False
f1,correctness of outputs (outputs as a whole),Correctness,25,68,108,431,93,133,632,1.3415969733174034,2.1279092438437903,0.1446379226874638,0.6845182756726573,False
win rate,correctness of outputs (outputs as a whole),Correctness,3,19,130,480,22,133,632,0.6398601398601399,0.8306186473282948,0.3620937016776292,0.740781719303381,False
precision,correctness of outputs (outputs as a whole),Correctness,7,29,126,470,36,133,632,0.9197530864197532,0.0598776235092828,0.8066894661452736,0.8603119729327727,False
spearman correlation,correctness of outputs (outputs as a whole),Correctness,2,19,131,480,21,133,632,0.4442021083242457,2.0616443976778065,0.1510470926147552,0.6983734019393372,False
pearson correlation,correctness of outputs (outputs as a whole),Correctness,1,14,132,485,15,133,632,0.3116161616161616,2.430298003698601,0.1190102720748101,0.6285163887768569,False
bleurt,correctness of outputs (outputs as a whole),Correctness,8,24,125,475,32,133,632,1.2,0.3049051781308511,0.580823530845274,0.7460156165140494,False
qafacteval,correctness of outputs (outputs as a whole),Correctness,0,10,133,489,10,133,632,0.0,4.768349980497802,0.0289875949556891,0.3252657127236532,False
cider,correctness of outputs (outputs as a whole),Correctness,3,13,130,486,16,133,632,0.8884615384615385,0.0534409253961768,0.817180456110078,0.8673709271634796,False
mrr,correctness of outputs (outputs as a whole),Correctness,1,12,132,487,13,133,632,0.3607226107226107,1.766154697251987,0.1838586823573464,0.740781719303381,False
distinct,correctness of outputs (outputs as a whole),Correctness,1,15,132,484,16,133,632,0.2916666666666667,2.778747647223872,0.0955228357272069,0.5983262552913067,False
attack success rate asr,correctness of outputs (outputs as a whole),Correctness,0,14,133,485,14,133,632,0.0,6.700001433265097,0.0096412833783049,0.1648028719525212,False
perplexity,correctness of outputs (outputs as a whole),Correctness,2,27,131,472,29,133,632,0.3174519610423795,4.604785700364127,0.0318828378597914,0.3420443431830639,False
alignscore,correctness of outputs (outputs as a whole),Correctness,4,7,129,492,11,133,632,1.7505285412262157,1.3832971011569517,0.2395403285236608,0.740781719303381,False
chair,correctness of outputs (outputs as a whole),Correctness,6,4,127,495,10,133,632,2.938582677165354,7.280438730386859,0.0069709508313445,0.1415520697596882,False
chrf,correctness of outputs (outputs as a whole),Correctness,4,9,129,490,13,133,632,1.4764460345855697,0.6887125459970207,0.4066026370312615,0.740781719303381,False
comet,correctness of outputs (outputs as a whole),Correctness,5,22,128,477,27,133,632,0.8752893518518519,0.1115444960800917,0.738392554312678,0.8130764490294329,False
cosine similarity,correctness of outputs (outputs as a whole),Correctness,2,11,131,488,13,133,632,0.726952436876101,0.2752511722729365,0.5998307956975866,0.7501053574024433,False
auroc,correctness of outputs (outputs as a whole),Correctness,7,3,126,496,10,133,632,3.4555555555555553,11.254040988889123,0.0007944985983749,0.0284929007142691,True
rouge,internal consistency of outputs,Internal Consistency,28,137,40,427,165,68,632,1.9812121212121216,8.25054743100305,0.0040739712917995,0.0993505799026843,False
bleu,internal consistency of outputs,Internal Consistency,22,127,46,437,149,68,632,1.5503355704697988,3.055872906525426,0.0804457574606242,0.54770491657025,False
accuracy,internal consistency of outputs,Internal Consistency,6,121,62,443,127,68,632,0.3848107696215392,7.124322750000768,0.0076045134221316,0.1448738964949285,False
exact match,internal consistency of outputs,Internal Consistency,3,34,65,530,37,68,632,0.7422037422037422,0.3101139041727792,0.5776102976077387,0.7441785068580822,False
moverscore,internal consistency of outputs,Internal Consistency,8,11,60,553,19,68,632,4.301754385964911,12.929915760542675,0.0003233723349162,0.015165333347737,True
meteor,internal consistency of outputs,Internal Consistency,9,51,59,513,60,68,632,1.4542372881355932,1.134289458743563,0.286862235596709,0.740781719303381,False
unieval,internal consistency of outputs,Internal Consistency,9,12,59,552,21,68,632,4.438256658595641,14.9777875735458,0.0001087841723412,0.0064341088668338,True
g eval,internal consistency of outputs,Internal Consistency,6,17,62,547,23,68,632,2.562412342215989,4.436587528358038,0.0351764912789542,0.3629775608212999,False
bertscore,internal consistency of outputs,Internal Consistency,26,107,42,457,133,68,632,2.322592194772646,11.919456705935769,0.0005555067924257,0.0220874331162333,True
bartscore,internal consistency of outputs,Internal Consistency,14,20,54,544,34,68,632,4.559912854030501,22.864846988606217,1.7380157833993575e-06,0.0003178830867837,True
questeval,internal consistency of outputs,Internal Consistency,3,7,65,557,10,68,632,2.870769230769231,2.81521156465703,0.0933745850427666,0.5901891534740096,False
ndcg,internal consistency of outputs,Internal Consistency,1,9,67,555,10,68,632,0.928358208955224,0.0062330294304229,0.9370727611554854,0.9516413548880528,False
recall,internal consistency of outputs,Internal Consistency,6,51,62,513,57,68,632,0.9762308998302208,0.0035682171938656,0.9523670490675228,0.9644957545650604,False
f1,internal consistency of outputs,Internal Consistency,10,83,58,481,93,68,632,0.9992584352984798,5.2607053914778545e-06,0.998169955411472,0.998716000244848,False
win rate,internal consistency of outputs,Internal Consistency,1,21,67,543,22,68,632,0.4138398914518318,1.1356297469525476,0.2865776815567274,0.740781719303381,False
precision,internal consistency of outputs,Internal Consistency,4,32,64,532,36,68,632,1.034722222222222,0.0048718948192422,0.9443536749481768,0.9574406161198532,False
