original,normalized,count,qcet_id
No Error,Correctness of Outputs (outputs as a whole),2,QOC-w-1
Non-Repetitiveness,Nonredundancy (output as a whole),2,QOG-w-1
Non-contradiction,Internal Consistency of Outputs,2,QOG-c-4
NLI label correctness,Classification Accuracy,2,QTC-w-1
NUMBER,Grammaticality,2,QOC-f-1
On-topic,Relevance to Input,2,QIG-c-3
Orderliness,Wellorderedness,2,QOG-c-3.1
Nonredundancy,Nonredundancy (output as a whole),2,QOG-w-1
Pertinence,Relevance to Input,2,QIG-c-3
Persona,Detectability of Speaker/Author Trait,2,QEF-w-5
Refuted,Factual Truth,2,QEC-c-1
Related,Relevance to Input,2,QIG-c-3
Repetition,Nonredundancy (output as a whole),2,QOG-w-1
Self-Contradiction,Internal Consistency of Outputs,2,QOG-c-4
Sentence Fluency,Fluency,2,QOG-w-3
Target Identification Accuracy,Classification Accuracy,2,QTC-w-1
Text Fluency,Fluency,2,QOG-w-3
Transfer Accuracy,Cross-Dataset Generalisation,2,QTG-w-3
Unambiguity,Clarity,2,QOG-w-5.1
Veridicality,Factual Truth,2,QEC-c-1
ZP translation accuracy,Translation Accuracy,2,QIC-w-1
Word Form,Grammaticality,2,QOC-f-1
Word Order,Grammaticality,2,QOC-f-1
avoiding repetition,Nonredundancy (output as a whole),2,QOG-w-1
classification accuracy,Classification Accuracy,2,QTC-w-1
clear,Clarity,2,QOG-w-5.1
confusing,Understandability,2,QOG-w-5
content coverage,Absence of Omissions (relative to input),2,QIC-c-1
comprehension,Understandability,2,QOG-w-5
content overlap,Similarity to Target Outputs (content/meaning),2,QTG-c-1
descriptiveness,Informativeness,2,QOG-c-2
ease of understanding,Speed of Understanding,2,QOG-w-5.1.1
emotional impact,Effect on User Emotion,2,QEF-w-3
evidence relevance,Relevance to Input,2,QIG-c-3
grammar errors,Grammaticality,2,QOC-f-1
grammatical accuracy,Grammaticality,2,QOC-f-1
grammatically correct,Grammaticality,2,QOC-f-1
humanlikeness,Humanlikeness,2,QOG-w-4
informative,Informativeness,2,QOG-c-2
intent preservation,Relevance to Input,2,QIG-c-3
knowledge accuracy,Factual Truth,2,QEC-c-1
logical,Internal Consistency of Outputs,2,QOG-c-4
language naturalness,Naturalness (outputs as a whole),2,QEG-w-1
minimality,Nonredundancy (output as a whole),2,QOG-w-1
missing facts,Absence of Omissions (relative to input),2,QIC-c-1
meaning accuracy,Meaning Accuracy,2,QTC-c-1
natural flow,Coherence,2,QOG-c-3
on-topic,Relevance to Input,2,QIG-c-3
on-topic relevance,Relevance to Input,2,QIG-c-3
no new facts,Absence of Additions (relative to input),2,QIC-c-2
phonetic similarity,Similarity/Dissimilarity to Non-target Reference (form),2,QEF-f-1
question clarity,Clarity,2,QOG-w-5.1
partially supported,Relative Factual Accuracy,2,QEC-c-2
question relevance,Relevance to Input,2,QIG-c-3
redundancies,Nonredundancy (output as a whole),2,QOG-w-1
relevance to context,Relevance to Input,2,QIG-c-3
relevance to prompt,Relevance to Input,2,QIG-c-3
repetitions,Nonredundancy (output as a whole),2,QOG-w-1
speech quality,Speech Quality,2,QOG-f-2
style appropriateness,Appropriateness (form),2,QEG-f-2
sound quality,Speech Quality,2,QOG-f-2
semantic faithfulness,Consistency with Input,2,QIC-c-3
sentiment transfer,Control over Sentiment,2,QIF-w-2
syntax correctness,Grammaticality,2,QOC-f-1
timbre,Speech Quality,2,QOG-f-2
timbre similarity,Similarity to Target Outputs (form),2,QTG-f-1
topic coherence,Coherence,2,QOG-c-3
topic consistency,Internal Consistency of Outputs,2,QOG-c-4
topicality,Relevance to Input,2,QIG-c-3
translation correctness,Translation Accuracy,2,QIC-w-1
undertranslation,Absence of Omissions (relative to input),2,QIC-c-1
user satisfaction,User Satisfaction as Affected by Outputs,2,QEG-w-6
Level of Detail,Specificity/Non-specificity (relative to input),2,QIF-c-3
Translation quality,Translation Accuracy,2,QIC-w-1
knowledge,Factual Truth,2,QEC-c-1
other,__DROP__,2,AUX-Other
Fairness,Absence of Bias / Stereotypes,2,QEC-c-3
Refusal,Refusal Appropriateness,2,QEC-w-2
Insightfulness,Informativeness,2,QOG-c-2
insightfulness,Informativeness,2,QOG-c-2
Error severity,Correctness of Outputs (outputs as a whole),2,QOC-w-1
Neutral,Control over Sentiment,2,QIF-w-2
Offensiveness,Absence of Toxic / Harmful Content,2,QOC-c-2
Persona Consistency,Detectability of Speaker/Author Trait,2,QEF-w-5
Persona consistency,Detectability of Speaker/Author Trait,2,QEF-w-5
Relationship,Relevance to Input,2,QIG-c-3
significance,__DROP__,2,AUX-Other
Success,Usefulness for Task/Information Need,2,QEG-w-3.1
Believability,Factual Truth,2,QEC-c-1
verbosity,Output Length,2,QOF-f-5
Meaning,Semantic Correctness,2,QOC-c-1
Not Checkable,__DROP__,2,AUX-Other
Openness,__DROP__,2,AUX-Other
format,Adherence to Style Guide,2,QEC-f-1
Likability,User Satisfaction as Affected by Outputs,2,QEG-w-6
surprise,__DROP__,2,AUX-Other
Surprise,__DROP__,2,AUX-Other
Text Quality,Overall Quality / Preference,2,AUX-OverallQuality
Attributability,__DROP__,2,AUX-Other
Neutrality,Absence of Bias / Stereotypes,2,QEC-c-3
neutrality,Absence of Bias / Stereotypes,2,QEC-c-3
Character Consistency,Character Matching,2,QTC-w-3.2
Character Fidelity,Consistency with Input,2,QIC-c-3
Anthropomorphism,Humanlikeness,2,QOG-w-4
Humanoid,Humanlikeness,2,QOG-w-4
Interest,Engagingness/Interestingness,2,QEF-w-10
Givenness,Cohesiveness,2,QOG-c-3.2
Emotional Expression,__DROP__,2,AUX-Other
Emotional Support,Empathy / Emotional Appropriateness,2,QEF-w-11
Repetitiveness,Nonredundancy (form),2,QOG-f-1
Robustness,__DROP__,2,AUX-Other
Storyline Quality,Coherence,2,QOG-c-3
Theory of Mind,Empathy / Emotional Appropriateness,2,QEF-w-11
citation quality,Factual Truth,2,QEC-c-1
Irrelevance,Relevance to Input,2,QIG-c-3
Likeable,User Satisfaction as Affected by Outputs,2,QEG-w-6
Sensitivity,__DROP__,2,AUX-Other
aspect coverage,Coverage of Topics (given in input),2,QIC-c-4
Expressiveness,Poeticness/Non-poeticness (outputs as a whole),2,QOF-w-2
fear,Effect on User Emotion,2,QEF-w-3
Flexibility,Diversity/Non-diversity (outputs as a whole),2,QOF-w-1
Engaging,Engagingness/Interestingness,2,QEF-w-10
impact,Effect on User Behaviour,2,QEF-w-2
inquisitiveness,__DROP__,2,AUX-Other
Inquisitiveness,__DROP__,2,AUX-Other
Severity,__DROP__,2,AUX-Other
Label Consistency,Internal Consistency of Outputs,2,QOG-c-4
Language correctness,Appropriateness (form),2,QEG-f-2
layout,__DROP__,2,AUX-Other
verification accuracy,Relative Factual Accuracy,2,QEC-c-2
thoroughness,Coverage of Topics (given in input),2,QIC-c-4
Thoroughness,Coverage of Topics (given in input),2,QIC-c-4
topic depth,Informativeness,2,QOG-c-2
Topic Depth,Informativeness,2,QOG-c-2
Constraint Satisfaction,Consistency with Input,2,QIC-c-3
Applicability,Usefulness for Task/Information Need,2,QEG-w-3.1
Contradictory,Internal Consistency of Outputs,2,QOG-c-4
contradictory,Internal Consistency of Outputs,2,QOG-c-4
Contribution,__DROP__,2,AUX-Other
Entity Error,Correctness of Outputs (outputs as a whole),2,QOC-w-1
Evidence,Relative Factual Accuracy,2,QEC-c-2
Interest Level,Engagingness/Interestingness,2,QEF-w-10
Incorrect,Correctness of Outputs (outputs as a whole),2,QOC-w-1
Misleading,Factual Truth,2,QEC-c-1
misleading,Factual Truth,2,QEC-c-1
Non-translation,Translation Accuracy,2,QIC-w-1
Poeticness,Poeticness/Non-poeticness (outputs as a whole),2,QOF-w-2
Privacy,Appropriateness (outputs as a whole),2,QEG-w-2
Unsafe,Appropriateness (outputs as a whole),2,QEG-w-2
Visual Consistency,Consistency with Input,2,QIC-c-3
Partnership,__DROP__,2,AUX-Other
Plausible,Factual Truth,2,QEC-c-1
Simulatability,Speed of Understanding,2,QOG-w-5.1.1
Solvability,Usefulness for Task/Information Need,2,QEG-w-3.1
Sufficiency of detail,Informativeness,2,QOG-c-2
Visual Relevance,Relevance to Input,2,QIG-c-3
aesthetic appeal,__DROP__,2,AUX-Other
attribute relevance,Relevance to Input,2,QIG-c-3
Attribute Relevance,Relevance to Input,2,QIG-c-3
Reproducibility,__DROP__,2,AUX-Other
causality,Semantic Correctness,2,QOC-c-1
constructiveness,Usefulness (nonspecific),2,QEG-w-3
clinical significance,Usefulness for Task/Information Need,2,QEG-w-3.1
hatefulness,Absence of Toxic / Harmful Content,2,QOC-c-2
explanation correctness,Quality as Explanation of Input,2,QIG-w-3
leakage,__DROP__,2,AUX-Other
linguistic style,Control over Style,2,QIF-f-2
logical rationality,Semantic Correctness,2,QOC-c-1
logical soundness,Internal Consistency of Outputs,2,QOG-c-4
Word choice,Appropriateness (form),2,QEG-f-2
relation,__DROP__,2,AUX-Other
style consistency,Adherence to Style Guide,2,QEC-f-1
style transfer accuracy,Success of Style Transfer from Sample,2,QIG-f-2
summary quality,Overall Quality / Preference,2,AUX-OverallQuality
text-image alignment,Similarity/Dissimilarity to Non-target Reference (content/meaning),2,QEF-c-1
unfair bias,Absence of Bias / Stereotypes,2,QEC-c-3
vocabulary,__DROP__,2,AUX-Other
overall explanation quality,Quality as Explanation of Input,2,QIG-w-3
partial correctness,Correctness of Outputs (outputs as a whole),2,QOC-w-1
Abstention,Refusal Appropriateness,2,QEC-w-2
Acceptance,User Satisfaction as Affected by Outputs,2,QEG-w-6
Appropriate Length,Output Size Relative to Input,2,QIF-f-3
Argumentative Effectiveness,Effect on User Stance,2,QEF-w-7
CONTEXT,__DROP__,2,AUX-Other
Context,__DROP__,2,AUX-Other
Comfort,__DROP__,2,AUX-Other
Creativeness,Creativity/Non-creativity (outputs as a whole),2,QOF-w-6
Contextualization,Relevance to Input,2,QIG-c-3
Conflict,Internal Consistency of Outputs,2,QOG-c-4
Effort,Ease of Communication,2,QEG-w-5.1
Edge correctness,Factual Truth,2,QEC-c-1
explanation quality,Goodness as Explanation of System Behaviour,2,QEG-w-4
Familiarity,Naturalness (outputs as a whole),2,QEG-w-1
familiarity,Naturalness (outputs as a whole),2,QEG-w-1
F1-score,__DROP__,2,AUX-Other
Granularity,Specificity/Non-specificity (relative to input),2,QIF-c-3
Harmony,Appropriateness (outputs as a whole),2,QEG-w-2
Flow,Fluency,2,QOG-w-3
Goal achievement,Functional Correctness,2,QEC-w-1
Good,Overall Quality / Preference,2,AUX-OverallQuality
Image Aesthetics,__DROP__,2,AUX-Other
Gender accuracy,Factual Truth,2,QEC-c-1
Gender correctness,Factual Truth,2,QEC-c-1
gender correctness,Factual Truth,2,QEC-c-1
Information Coverage,Absence of Omissions (relative to input),2,QIC-c-1
Imaginability,Creativity/Non-creativity (outputs as a whole),2,QOF-w-6
Incorrect named entity,Factual Truth,2,QEC-c-1
Independent Counterspeech,Absence of Bias / Stereotypes,2,QEC-c-3
Instruction quality,Overall Quality / Preference,2,AUX-OverallQuality
Medical Proficiency,Factual Truth,2,QEC-c-1
memorability,__DROP__,2,AUX-Other
Missing words,Grammaticality,2,QOC-f-1
NAME,__DROP__,2,AUX-Other
logical relevance,Relevance to Input,2,QIG-c-3
Motivational,Engagingness/Interestingness,2,QEF-w-10
overall impression,Overall Quality / Preference,2,AUX-OverallQuality
Overall rating,Overall Quality / Preference,2,AUX-OverallQuality
Normativity,Appropriateness (outputs as a whole),2,QEG-w-2
Preservation,Absence of Omissions (relative to input),2,QIC-c-1
Question Complexity,Complexity/Non-complexity (outputs as a whole),2,QOF-w-3
Question Meaningfulness,Overall Quality / Preference,2,AUX-OverallQuality
Saliency,Informativeness,2,QOG-c-2
saliency,Informativeness,2,QOG-c-2
Responsiveness,Ease of Communication,2,QEG-w-5.1
responsiveness,Ease of Communication,2,QEG-w-5.1
Solution Completeness,Absence of Omissions (relative to input),2,QIC-c-1
Sentiment relevance,Appropriateness (content/meaning),2,QEG-c-2
Style Strength,Control over Style,2,QIF-f-2
Stylistic consistency,Internal Consistency of Outputs,2,QOG-c-4
valence,Effect on User Emotion,2,QEF-w-3
Topic,__DROP__,2,AUX-Other
Untranslated text,Translation Accuracy,2,QIC-w-1
WORD,Complete Word Matching,2,QTC-w-3.1
Visual Completeness,Absence of Omissions (relative to input),2,QIC-c-1
writing quality,Overall Quality / Preference,2,AUX-OverallQuality
Visual Quality,__DROP__,2,AUX-Other
attribution accuracy,Factual Truth,2,QEC-c-1
commonsense correctness,Factual Truth,2,QEC-c-1
capitalization,Grammaticality,2,QOC-f-1
clinical risk,__DROP__,2,AUX-Other
closeness,Similarity to Target Outputs (outputs as a whole),2,QTG-w-1
compactness,Nonredundancy (form),2,QOG-f-1
comparative quality,Overall Quality / Preference,2,AUX-OverallQuality
decision accuracy,Correctness of Outputs (outputs as a whole),2,QOC-w-1
control,Control over Multiple Attributes,2,QIF-w-5
cooperation,Appropriateness (outputs as a whole),2,QEG-w-2
comprehensive,Absence of Omissions (relative to input),2,QIC-c-1
context sensitivity,Relevance to Input,2,QIG-c-3
deletion,Absence of Omissions (relative to input),2,QIC-c-1
detailed reasoning,Complexity/Non-complexity (content/meaning),2,QOF-c-3
detectability,__DROP__,2,AUX-Other
difference,Similarity to Target Outputs (outputs as a whole),2,QTG-w-1
difficulty level,__DROP__,2,AUX-Other
discourse errors,Semantic Correctness,2,QOC-c-1
domain,__DROP__,2,AUX-Other
domain relevance,Relevance to Input,2,QIG-c-3
error count,Correctness of Outputs (outputs as a whole),2,QOC-w-1
emotional consistency,Internal Consistency of Outputs,2,QOG-c-4
ethical risk,Absence of Toxic / Harmful Content,2,QOC-c-2
event coverage,Absence of Omissions (relative to input),2,QIC-c-1
enjoyability,Engagingness/Interestingness,2,QEF-w-10
entertaining,Effect on User Emotion,2,QEF-w-3
entity,__DROP__,2,AUX-Other
focus,Relevance to Input,2,QIG-c-3
imageability,__DROP__,2,AUX-Other
hate speech,Absence of Toxic / Harmful Content,2,QOC-c-2
grammatical consistency,Grammaticality,2,QOC-f-1
fully supported,Absence of Omissions (relative to input),2,QIC-c-1
goal success rate,Functional Correctness,2,QEC-w-1
inclusive language,Appropriateness (outputs as a whole),2,QEG-w-2
insufficient justification,Goodness as Explanation of System Behaviour,2,QEG-w-4
inter-annotator agreement,__DROP__,2,AUX-Other
minor hallucinations,Factual Truth,2,QEC-c-1
knowledgeability,Detectability of Speaker/Author Trait,2,QEF-w-5
knowledgeable,Detectability of Speaker/Author Trait,2,QEF-w-5
listening,__DROP__,2,AUX-Other
literalness,Specificity/Non-specificity (relative to input),2,QIF-c-3
lexical divergence,Similarity/Dissimilarity to Non-target Reference (form),2,QEF-f-1
major hallucinations,Factual Truth,2,QEC-c-1
minimal edits,Similarity/Dissimilarity to Input (outputs as a whole),2,QIF-w-4
overall ranking,Overall Quality / Preference,2,AUX-OverallQuality
paraphrase,Similarity/Dissimilarity to Input (outputs as a whole),2,QIF-w-4
objectivity,Absence of Bias / Stereotypes,2,QEC-c-3
meaning equivalence,Meaning Accuracy,2,QTC-c-1
partial hallucination,Factual Truth,2,QEC-c-1
semantic,Semantic Correctness,2,QOC-c-1
response time,__DROP__,2,AUX-Other
reusability,__DROP__,2,AUX-Other
rephrasing,Relevance to Input,2,QIG-c-3
respect,Appropriateness (outputs as a whole),2,QEG-w-2
self-containedness,Nonredundancy (content/meaning),2,QOG-c-1
self-containment,Nonredundancy (content/meaning),2,QOG-c-1
relative quality,Overall Quality / Preference,2,AUX-OverallQuality
reasonability,Coherence,2,QOG-c-3
reasoning requirement,__DROP__,2,AUX-Other
style accuracy,Adherence to Style Guide,2,QEC-f-1
too verbose,Output Length,2,QOF-f-5
terminology correctness,Adherence to Style Guide,2,QEC-f-1
text structure,Wellorderedness,2,QOG-c-3.1
user experience,User Satisfaction as Affected by Outputs,2,QEG-w-6
user preference,Overall Quality / Preference,2,AUX-OverallQuality
task adherence,Appropriateness of System Response Type,2,QIG-f-1
Reasoning Quality,Quality as Explanation of Input,2,QIG-w-3
reasoning quality,Quality as Explanation of Input,2,QIG-w-3
Topic Relevance,Relevance to Input,2,QIG-c-3
response quality,Overall Quality / Preference,2,AUX-OverallQuality
compliance,Consistency with Input,2,QIC-c-3
Content Coverage,Absence of Omissions (relative to input),2,QIC-c-1
Presentation,Correctness of Outputs (outputs as a whole),2,QOC-w-1
Reasoning Correctness,Quality as Explanation of Input,2,QIG-w-3
instruction adherence,Appropriateness of System Response Type,2,QIG-f-1
Major errors,Correctness of Outputs (outputs as a whole),2,QOC-w-1
Minor errors,Correctness of Outputs (outputs as a whole),2,QOC-w-1
correctness of reasoning,Semantic Correctness,2,QOC-c-1
Task Relevance,Relevance to Input,2,QIG-c-3
error type classification,Classification Accuracy,2,QTC-w-1
instruction-following,Consistency with Input,1,QIC-c-3
Hallucination detection,Absence of Additions (relative to input),1,QIC-c-2
User Satisfaction,User Satisfaction as Affected by Outputs,1,QEG-w-6
Cohesiveness,Cohesiveness,1,QOG-c-3.2
Coherence and Organization,Coherence,1,QOG-c-3
Emotional Impact,Effect on User Emotion,1,QEF-w-3
Humor,Humorousness/Non-humorousness,1,QOF-w-5
Logical consistency,Internal Consistency of Outputs,1,QOG-c-4
Neuroticism,Detectability of Speaker/Author Trait,1,QEF-w-5
Personality,Detectability of Speaker/Author Trait,1,QEF-w-5
Semantic Equivalence,Similarity to Target Outputs (content/meaning),1,QTG-c-1
Semantic accuracy,Semantic Correctness,1,QOC-c-1
Utility,Usefulness (nonspecific),1,QEG-w-3
Relevance and Focus,Relevance to Input,1,QIG-c-3
content relevance,Relevance to Input,1,QIG-c-3
linguistic fluency,Fluency,1,QOG-w-3
logical structure,Wellorderedness,1,QOG-c-3.1
match to ground truth,Complete Target Output Matching,1,QTC-w-3
non-hallucination,Factual Truth,1,QEC-c-1
relation correctness,Semantic Correctness,1,QOC-c-1
semantic match,Similarity to Target Outputs (content/meaning),1,QTG-c-1
thematic relevance,Relevance to Input,1,QIG-c-3
type relevance,Appropriateness of System Response Type,1,QIG-f-1
win rate,Win Rate,1,QEG-w-10
APPROPRIATENESS,Appropriateness (outputs as a whole),1,QEG-w-2
