raw_string,source,occurrences_llm,occurrences_human,chosen_id,chosen_name,chosen_type,chosen_source,stage1_qcet_id,stage1_qcet_fit,stage2_cluster_id,fit,construct,justification,cache_hit,error,override_applied
logical flow,both,3,2,QOG-c-3,Coherence,qcet,stage1_exact,QOG-c-3,strong,,strong,logical progression of ideas,Directly relates to coherence.,,,
meaning similarity,human,0,5,QTG-c-1,Similarity to Target Outputs (content/meaning),qcet,stage3_split_keep_stage1,QTG-c-1,partial,6,partial,similarity of meaning to reference,Stage-3 SPLIT verdict; per-variant target from Stage-1.,,,
suitability,human,0,5,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage1_exact,QEG-w-2,strong,,strong,appropriateness in given context,Direct synonym for appropriateness in context.,,,
COVERAGE,human,0,4,QIC-c-4,Coverage of Topics (given in input),qcet,stage1_exact,QIC-c-1,strong,,strong,inclusion of input topics,Direct match for topic coverage relative to input.,,,
usability,human,0,5,QEG-w-5,System Usability as Affected by Outputs,qcet,stage1_exact,QEG-w-5,strong,,strong,ease of system interaction,Direct match to usability definition in QCET.,,,
Answer Relevance,both,2,2,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,output pertinence to input,Exact synonym for relevance relative to input.,,,
Information,both,2,2,QOG-c-2,Informativeness,qcet,stage1_exact,QOG-c-2,strong,,strong,output information richness,Direct synonym for informativeness in content.,,,
Intelligibility,human,0,4,QOG-w-5,Understandability,qcet,stage1_exact,QOG-w-5,strong,,strong,ease of understanding output,Exact match for understandability construct.,,,
Helpful,both,2,2,QEG-w-3,Usefulness (nonspecific),qcet,stage1_exact,QEG-w-3,strong,,strong,output utility to user,Direct synonym for nonspecific usefulness.,,,
Cultural Relevance,both,2,2,QEG-c-2,Appropriateness (content/meaning),qcet,stage4_llm,QEG-w-2,strong,,strong,content appropriateness to culture,Cultural relevance directly fits content appropriateness in context.,,,
Rationality,human,0,4,QOG-c-3,Coherence,qcet,stage4_llm,QOG-c-4,partial,10,partial,logical content cohesion,Rationality requires coherent logical connections.,,,
Relatedness,both,2,2,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,output relevance to input,Direct match to relevance relative to input context.,,,
Content relevance,both,2,2,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,output relevance to input,Direct match to relevance leaf definition.,,,
Contextual Relevance,human,0,4,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,relevance to context,Synonymous with relevance to input.,,,
Spelling,both,1,3,QOC-f-2,Spelling Accuracy,qcet,stage1_exact,QOC-f-2,strong,,strong,correct spelling of words,Directly matches QCET spelling accuracy leaf.,,,
Style Accuracy,human,0,4,QEC-f-1,Adherence to Style Guide,qcet,stage1_exact,QEC-f-1,strong,,strong,conformance to style rules,Accuracy implies external style standard.,,,
Style Transfer Accuracy,human,0,4,QIG-f-2,Success of Style Transfer from Sample,qcet,stage1_exact,QIG-f-2,strong,,strong,style transfer success,Matches QCET style transfer leaf.,,,
Semantic equivalence,both,1,3,QTG-c-1,Similarity to Target Outputs (content/meaning),qcet,stage1_exact,QTC-c-1,strong,,strong,meaning equivalence to target,Matches content similarity to target outputs.,,,
Linguistic Acceptability,both,2,2,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,grammatical correctness,Direct synonym for grammatical error reduction.,,,
Natural,both,1,3,QEG-w-1,Naturalness (outputs as a whole),qcet,stage1_exact,QEG-w-1,strong,,strong,naturalness of output,Abbreviated form of naturalness criterion.,,,
Language fluency,both,1,3,QOG-w-3,Fluency,qcet,stage1_exact,QOG-w-3,strong,,strong,smoothness of linguistic output,Direct synonym for QCET fluency.,,,
Support,both,1,3,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage1_exact,QEG-w-3.1,strong,,strong,helpfulness to user,Directly matches usefulness for user needs.,,,
Supportiveness,both,1,3,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage1_exact,QEG-w-3.1,strong,,strong,helpfulness to user,Synonym for task-focused usefulness.,,,
cohesiveness,both,2,2,QOG-c-3.2,Cohesiveness,qcet,stage1_exact,QOG-c-3.2,strong,,strong,linking of content elements,Direct match to QCET leaf.,,,
actionable,both,2,2,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage1_exact,QEG-w-3.1,strong,,strong,practical utility for tasks,Directly aligns with task-oriented usefulness.,,,
constraint satisfaction,both,2,2,QIC-c-3,Consistency with Input,qcet,stage1_exact,QIC-c-3,strong,,strong,meeting input requirements,Directly matches consistency with input constraints.,,,
contextual appropriateness,both,1,3,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage1_exact,QEG-w-2,strong,,strong,suitability in given context,Perfect match for contextual appropriateness definition.,,,
controllability,both,1,3,QIF-w-5,Control over Multiple Attributes,qcet,stage1_exact,QIF-w-5,strong,,strong,output attribute manipulation,Directly matches control of input-specified attributes.,,,
friendliness,human,0,4,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage1_exact,QEF-w-5,strong,,strong,perceived speaker friendliness,Directly matches trait detection for friendliness.,,,
grammar correctness,human,0,4,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,absence of grammatical errors,Synonymous with grammatical error reduction.,,,
cultural appropriateness,both,1,3,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage1_exact,QEG-w-2,strong,,strong,contextual cultural suitability,Directly matches cultural context appropriateness.,,,
ease of use,human,0,4,QEG-w-5,System Usability as Affected by Outputs,qcet,stage1_exact,QEG-w-5,strong,,strong,system usability for users,Ease of use is core to usability.,,,
grammatical,human,0,4,QOC-f-1,Grammaticality,qcet,stage1_exact,QOC-f-1,strong,,strong,grammatical correctness,Direct match to QCET's grammatical error reduction.,,,
humor,both,2,2,QOF-w-5,Humorousness/Non-humorousness,qcet,stage1_exact,QOF-w-5,strong,,strong,humor level in outputs,Exact match to QCET's humor criterion.,,,
interpretability,both,1,3,QOG-w-5,Understandability,qcet,stage1_exact,QOG-w-5,strong,,strong,ease of understanding output,Interpretability is synonymous with understandability.,,,
makes sense,human,0,4,QOG-w-5,Understandability,qcet,stage1_exact,QOG-w-5,strong,,strong,output comprehensibility,Direct synonym for understandability of outputs.,,,
misinformation,both,1,3,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,absence of false claims,Directly measures factual inaccuracies in outputs.,,,
relevance to query,both,2,2,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,output relevance to input,Directly matches QCET's input relevance criterion.,,,
semantic appropriateness,both,2,2,QEG-c-2,Appropriateness (content/meaning),qcet,stage1_exact,QEG-c-2,strong,,strong,meaning appropriateness in context,Perfect match for content/meaning appropriateness.,,,
label adherence,both,1,3,QIC-c-1,Absence of Omissions (relative to input),qcet,stage1_exact,QIC-c-1,strong,,strong,inclusion of input labels,Directly matches omission avoidance of input-specified content.,,,
overall satisfaction,both,2,2,QEG-w-6,User Satisfaction as Affected by Outputs,qcet,stage1_exact,QEG-w-6,strong,,strong,user satisfaction with outputs,Directly matches QCET's user satisfaction leaf.,,,
translation accuracy,human,0,4,QIC-w-1,Translation Accuracy,qcet,stage1_exact,QIC-w-1,strong,,strong,accuracy of translation output,Direct match to QCET leaf definition.,,,
Addition,human,0,3,QIC-c-2,Absence of Additions (relative to input),qcet,stage1_exact,QIC-c-2,strong,,strong,presence of extra content,Direct inverse of QCET leaf definition.,,,
Cohesiveness,both,2,1,QOG-c-3.2,Cohesiveness,qcet,stage1_exact,QOG-c-3.2,strong,,strong,linking of content elements,Direct match to QCET leaf for content element linking.,,,
Answer Relevancy,both,1,2,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,relevance to input question,Directly matches QCET's input-relevance criterion for answers.,,,
Argument Clarity,both,1,2,QOG-w-5.1,Clarity,qcet,stage1_exact,QOG-w-5.1,strong,,strong,clarity of reasoning,Specific case of general output clarity.,,,
Clarity of Expression,both,1,2,QOG-w-5.1,Clarity,qcet,stage1_exact,QOG-w-5.1,strong,,strong,expression clarity,Directly aligns with QCET's clarity definition.,,,
Coherence and Organization,both,2,1,QOG-c-3,Coherence,qcet,stage1_exact,QOG-c-3,strong,,strong,logical structure of content,Matches QCET's content coherence criterion.,,,
Cultural Appropriateness,both,1,2,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage1_exact,QEG-w-2,strong,,strong,appropriateness in cultural context,Matches QCET's context-dependent appropriateness definition.,,,
Descriptiveness,both,1,2,QOG-c-2,Informativeness,qcet,stage1_exact,QOG-c-2,strong,,strong,informativeness of content,Descriptiveness is a form of content informativeness.,,,
Emotion,both,1,2,QEF-w-3,Effect on User Emotion,qcet,stage1_exact,QEF-w-3,strong,,strong,effect on user's emotions,Criterion likely measures emotional impact on user.,,,
Emotional Impact,both,2,1,QEF-w-3,Effect on User Emotion,qcet,stage1_exact,QEF-w-3,strong,,strong,effect on user's emotions,Directly corresponds to QCET's user emotion effect.,,,
Content Relevance,both,1,2,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,relevance to input content,Direct synonym of QCET's input relevance leaf.,,,
Coreference,both,1,2,QEG-w-7,Clarity of Referents,qcet,stage1_exact,QEG-w-7,strong,,strong,clarity of entity references,Directly matches referent clarity in QCET.,,,
Factualness,human,0,3,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,factual truth of output,Direct synonym for factual truth.,,,
Formality,human,0,3,QOF-f-4,Formality/Informality,qcet,stage1_exact,QIF-f-2.1,strong,,strong,level of linguistic formality,Direct match to formality feature definition.,,,
Format compliance,llm,3,0,QEC-f-1,Adherence to Style Guide,qcet,stage1_exact,QEC-f-1,strong,,strong,Adherence to prescribed format rules,Format compliance is a form of style guide adherence.,,,
Friendliness,both,1,2,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage1_exact,QEF-w-5,strong,,strong,Perceived friendliness of the speaker,Friendliness is a trait that the output makes detectable.,,,
Functional correctness,both,1,2,QEC-w-1,Functional Correctness,qcet,stage1_exact,QEC-w-1,strong,,strong,Outputs lead to correct functional behavior,Exact match to QCET leaf definition.,,,
Knowledge Accuracy,both,1,2,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,real-world factual correctness,Direct synonym for factual truth criterion.,,,
Knowledge Correctness,both,1,2,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,real-world factual accuracy,Identical to QCET's factual truth definition.,,,
Funniness,human,0,3,QOF-w-5,Humorousness/Non-humorousness,qcet,stage1_exact,QOF-w-5,strong,,strong,degree of humor in output,Direct match to QCET humorousness leaf.,,,
Human-Likeness,both,1,2,QOG-w-4,Humanlikeness,qcet,stage1_exact,QOG-w-4,strong,,strong,resemblance to human output,Exact match to QCET humanlikeness leaf.,,,
Humor,both,2,1,QOF-w-5,Humorousness/Non-humorousness,qcet,stage1_exact,QOF-w-5,strong,,strong,degree of humor in output,Synonym for QCET humorousness.,,,
INFORMATIVENESS,human,0,3,QOG-c-2,Informativeness,qcet,stage1_exact,QOG-c-2,strong,,strong,amount of useful information,Direct match to QCET informativeness leaf.,,,
Logical consistency,both,2,1,QOG-c-4,Internal Consistency of Outputs,qcet,stage1_exact,QOG-c-4,strong,,strong,internal content coherence,Direct match to QCET's consistency leaf.,,,
Minimality,both,1,2,QOG-w-1,Nonredundancy (output as a whole),qcet,stage1_exact,QOG-w-1,strong,,strong,lack of redundant content,Synonymous with QCET's nonredundancy definition.,,,
Neuroticism,both,2,1,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage1_exact,QEF-w-5,strong,,strong,detection of neuroticism trait,Neuroticism is a trait conveyed by outputs.,,,
Non-Redundancy,human,0,3,QOG-w-1,Nonredundancy (output as a whole),qcet,stage1_exact,QOG-w-1,strong,,strong,lack of redundant information,Direct match to nonredundancy of whole output.,,,
Overall Satisfaction,human,0,3,QEG-w-6,User Satisfaction as Affected by Outputs,qcet,stage1_exact,QEG-w-6,strong,,strong,user satisfaction with outputs,Direct match to QCET leaf.,,,
Personality,both,2,1,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage1_exact,QEF-w-5,strong,,strong,personality trait conveyed,Personality is a trait of the speaker/author.,,,
Step correctness,llm,3,0,QEC-w-1,Functional Correctness,qcet,stage1_exact,QEC-w-1,strong,,strong,accuracy of procedural steps,Directly aligns with functional behavior correctness.,,,
Subjective preference,both,1,2,QEG-w-6,User Satisfaction as Affected by Outputs,qcet,stage1_exact,QEG-w-6,strong,,strong,user liking of outputs,Preference is a core component of satisfaction.,,,
Semantic Equivalence,both,2,1,QTG-c-1,Similarity to Target Outputs (content/meaning),qcet,stage1_exact,QTC-c-1,strong,,strong,meaning equivalence to target,Matches content similarity to target outputs.,,,
Semantic accuracy,both,2,1,QOC-c-1,Semantic Correctness,qcet,stage1_exact,QOC-c-1,strong,,strong,meaning error reduction,Direct match to semantic correctness definition.,,,
Translation Quality,human,0,3,QIC-w-1,Translation Accuracy,qcet,stage1_exact,QIC-w-1,strong,,strong,correctness of translation,Direct match to QCET translation correctness leaf.,,,
Unrelated,human,0,3,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,relevance to input context,Unrelated directly opposes relevance criterion.,,,
Utility,both,2,1,QEG-w-3,Usefulness (nonspecific),qcet,stage1_exact,QEG-w-3,strong,,strong,usefulness to user,Utility is a direct synonym for usefulness.,,,
REDUNDANCY,human,0,3,QOG-w-1,Nonredundancy (output as a whole),qcet,stage1_exact,QOG-w-1,strong,,strong,lack of unnecessary repetition,Direct match to QCET nonredundancy leaf.,,,
Relevance and Focus,both,2,1,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,relevance of output to input,Focus is an aspect of relevance to input.,,,
closeness to reference,human,0,3,QTG-w-1,Similarity to Target Outputs (outputs as a whole),qcet,stage1_exact,QTG-w-1,strong,,strong,proximity to reference outputs,Direct synonym for reference similarity.,,,
coherent,human,0,3,QOG-c-3,Coherence,qcet,stage1_exact,QOG-c-3,strong,,strong,logical connection of ideas,Adjectival form of coherence criterion.,,,
context consistency,both,1,2,QIC-c-3,Consistency with Input,qcet,stage1_exact,QIC-c-3,strong,,strong,output alignment with input context,Directly matches input-consistency leaf.,,,
critical errors,human,0,3,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage1_exact,QOC-w-1,strong,,strong,severe output mistakes,Subset of overall correctness errors.,,,
dissimilarity,human,0,3,QEF-w-1,Similarity/Dissimilarity to Non-target Reference (outputs as a whole),qcet,stage1_exact,QEF-w-1,strong,,strong,output divergence from references,Directly matches QCET's dissimilarity measurement.,,,
distinctness,both,1,2,QOF-w-1,Diversity/Non-diversity (outputs as a whole),qcet,stage1_exact,QOF-w-1,strong,,strong,lexical or semantic diversity,Distinctness is a core aspect of output diversity.,,,
emotion provocation,both,1,2,QEF-w-3,Effect on User Emotion,qcet,stage1_exact,QEF-w-3,strong,,strong,provoking user emotions,Directly matches QCET's user emotion effect.,,,
content relevance,both,2,1,QIG-c-3,Relevance to Input,qcet,stage1_exact,QIG-c-3,strong,,strong,relevance to input content,Direct match to input-relative relevance.,,,
generalizability,both,1,2,QTG-w-3,Cross-Dataset Generalisation,qcet,stage1_exact,QTG-w-3,strong,,strong,performance on unseen data,Direct match for out-of-distribution generalization.,,,
hallucination rate,llm,3,0,QEC-c-1,Factual Truth,qcet,stage1_exact,QEC-c-1,strong,,strong,frequency of factual errors,Directly measures untruths as defined.,,,
